frenteMeioEsquerdo: .word 16, 16
.byte 155,82,255,182,182,183,183,182,182,182,101,255,155,101,236,236,
155,82,255,110,110,110,183,182,182,182,110,182,255,82,101,101,
155,82,255,110,110,110,183,182,182,182,182,101,255,255,155,82,
155,82,255,182,182,183,183,183,183,183,183,183,101,182,255,255,
155,82,255,182,182,183,183,183,183,110,110,110,110,110,101,101,
155,82,255,110,110,110,183,183,183,110,110,110,110,110,110,183,
155,82,255,110,110,110,183,183,183,110,110,110,110,110,110,183,
155,82,255,182,182,183,183,183,183,183,183,183,183,183,183,183,
155,82,255,182,182,183,183,182,182,182,182,182,183,182,182,182,
155,82,255,110,110,110,183,182,182,182,182,182,183,182,182,182,
155,82,255,110,110,110,183,182,182,182,182,182,183,182,182,182,
155,82,255,182,182,183,183,183,183,183,183,183,183,183,183,183,
155,82,255,182,182,183,183,183,183,110,110,110,110,110,110,183,
155,82,255,110,110,110,183,183,183,110,110,110,110,110,110,183,
155,82,255,110,110,110,183,183,183,110,110,110,110,110,110,183,
155,82,255,182,182,183,183,183,183,183,183,183,183,183,183,183,


