tetoBaixoUnico: .word 16, 16
.byte 82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,
182,182,182,182,183,182,182,182,182,182,182,182,183,182,182,182,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,
183,110,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
183,110,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
183,110,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,


