frenteMeioUnico: .word 16, 16
.byte 182,182,182,182,183,182,182,182,182,182,182,182,183,182,182,182,
182,182,182,182,183,182,182,182,182,182,182,182,183,182,182,182,
182,182,182,182,183,182,182,182,182,182,182,182,183,182,182,182,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,
183,110,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
183,110,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
183,110,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,
82,155,155,155,155,155,155,155,155,155,155,155,155,155,155,82,
82,155,155,155,155,82,82,82,82,82,82,155,155,155,155,82,
82,105,170,170,82,227,227,227,227,227,227,82,170,170,170,82,
82,105,170,82,227,227,227,227,227,227,227,227,82,170,170,82,
82,105,170,82,227,227,227,227,227,227,227,227,82,170,170,82,
82,105,170,82,227,227,227,227,227,227,227,227,82,170,170,82,
82,105,170,82,236,236,236,236,236,236,236,236,82,170,170,82,
82,105,170,170,82,236,236,236,236,236,236,82,170,170,170,82,


