frenteMeioDireito: .word 16, 16
.byte 236,236,101,155,255,101,182,182,182,182,182,183,182,182,182,182,
101,101,82,255,182,110,182,182,182,182,182,183,182,182,182,182,
82,155,255,255,101,182,182,182,182,182,182,183,182,182,182,182,
255,255,182,101,183,183,183,183,183,183,183,183,183,183,183,183,
101,101,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
183,110,110,110,110,110,110,183,183,110,110,110,110,110,110,183,
82,82,82,82,82,82,82,82,183,110,110,110,110,110,110,183,
157,157,157,157,157,84,157,82,183,183,183,183,183,183,183,183,
157,157,157,157,157,84,157,82,182,182,182,183,182,182,182,182,
84,84,84,84,84,84,84,82,182,182,182,183,182,182,182,182,
82,82,82,82,82,82,82,82,182,182,182,183,182,182,182,182,
218,218,218,218,218,218,82,183,183,183,183,183,183,183,183,183,
227,227,227,227,227,227,82,183,183,110,110,110,110,110,110,183,
227,227,227,227,227,227,82,183,183,110,110,110,110,110,110,183,
236,236,236,236,236,236,82,183,183,110,110,110,110,110,110,183,
236,236,236,236,236,236,82,183,183,183,183,183,183,183,183,183,


